Player,Team,GP,TOI,G,A1,A2,Points,ixG,GIVE,TAKE,WAR,p/60
Viktor Tikhonov,ARI,39,458.6,3,1,2,6,4.85,6,7,-0.4,0.7849978
Viktor Tikhonov,CHI,11,113.12,0,0,0,0,1.25,4,5,-0.4,0
Vincent Lecavalier,L.A,42,582.55,10,5,2,17,5.28,13,11,0.1,1.75092268
Vincent Lecavalier,PHI,7,66.22,0,1,0,1,0.45,1,2,0.1,0.90607065
Vincent Trocheck,FLA,76,1350.47,25,17,11,53,20.62,33,43,2.3,2.35473585
Vinnie Hinostroza,CHI,7,60.83,0,0,0,0,0.53,1,3,0,0
Vladimir Tarasenko,STL,80,1491.02,40,16,18,74,28.71,34,38,2.6,2.97782731
Vladislav Namestnikov,T.B,80,1129.27,14,11,10,35,10.83,18,15,2.1,1.85960841
Vojtech Mozik,N.J,7,92.68,0,0,0,0,0.19,1,0,0,0
Wayne Simmonds,PHI,81,1395.85,32,18,10,60,33.75,31,25,2.2,2.57907367
William Karlsson,CBJ,81,1171.78,9,6,5,20,11.48,21,42,0.5,1.024083
William Nylander,TOR,22,359.43,6,5,2,13,4.35,10,16,0.1,2.1701026
Willie Mitchell,FLA,46,916.57,1,1,5,7,1.22,18,6,-0.3,0.458230138
Xavier Ouellet,DET,5,81.22,0,1,0,1,0.33,1,3,-0.2,0.7387343
Yanni Gourde,T.B,2,14.63,0,1,0,1,0.11,0,0,0,4.101162
Yannick Weber,VAN,45,847.2,0,5,2,7,4.79,15,10,0.2,0.4957507
Zac Dalpe,MIN,2,20.5,1,0,0,1,0.22,0,0,0,2.92682934
Zac Rinaldo,BOS,52,431.38,1,1,1,3,3.32,9,8,-0.4,0.4172655
Zach Bogosian,BUF,64,1430.25,7,6,11,24,5.42,21,17,0.7,1.006817
Zach Hyman,TOR,16,250.98,4,2,0,6,5.11,2,9,0.5,1.43437731
Zach Parise,MIN,70,1350.32,25,14,14,53,30,18,39,0,2.3549974
Zach Redmond,COL,37,435.82,2,4,0,6,1.05,12,6,0.3,0.826029062
Zach Sill,WSH,10,99.33,1,0,0,1,0.74,3,4,0.1,0.6040471
Zach Trotman,BOS,38,705.02,2,2,3,7,1.64,16,2,0.4,0.595727742
Zack Kassian,EDM,36,448.27,3,2,3,8,4.69,15,11,-0.7,1.07078326
Zack Smith,OTT,81,1247.38,25,7,4,36,14.47,26,33,0.8,1.73162949
Zbynek Michalek,ARI,70,1191.05,2,1,4,7,1.97,27,21,1.6,0.352630019
Zdeno Chara,BOS,80,1927.75,9,15,13,37,6.89,87,23,2.2,1.15160155
Zemgus Girgensons,BUF,71,1067.57,7,9,2,18,9.59,18,16,0.7,1.01164329
